	title	title_link	start_date	end_date	type	category	place	title2
264	Asian Academy of Family Therapy Conference (AAFT Conference)7th edition	https://10times.com/aaft-conference-seoul	Fri, 23 Oct 2020	Sun, 25 Oct 2020	Conference	['Wellness, Health & Fitness']	 Seoul National University, Seoul	Asian Academy of Family Therapy Conference is a non-profit organization of leading family therapy educators, clinicians, policy makers, researchers, and social scientists committed to enhancing systemic...
265	Fashion KODE	https://10times.com/fashion-kode	Sat, 24 Oct 2020	Mon, 26 Oct 2020	Tradeshow	['Apparel & Clothing', 'Fashion & Beauty']	 에스 팩토리, Seoul	The Fashion KODE is a fashion-culture fair that takes place twice a year. It aims to strengthen the potential of Korean fashion brands in the global fashion market. Also. boosting the development of the...
266	International Conference on Electronics, Communications and Networks (CECNet)10th edition	https://10times.com/cecnet-seoul	Sun, 25 Oct 2020	Wed, 28 Oct 2020	Conference	['Electric & Electronics', 'Telecommunication']	 Koreana Hotel, Seoul	International Conference on Electronics, Communications, and Networks aims to provide a comprehensive global forum for experts and participants from academia to exchange ideas and present results of ongoing...
267	The International Conference on Machine Learning and Intelligent Systems (MLIS)2nd edition	https://10times.com/mlis	Sun, 25 Oct 2020	Wed, 28 Oct 2020	Conference	['IT & Technology']	 Seoul	The event is aimed at providing a platform for knowledge exchange of the most recent scientific and technological advances and to strengthen the links in the scientific community. The plenary session of...
268	International Symposium on Germplasm of Ornamentals (ISGO)3rd edition	https://10times.com/isgo-seoul	Sun, 25 Oct 2020	Wed, 28 Oct 2020	Conference	['Agriculture & Forestry']	 Hotel Grand Ambassador Seoul associated Pullman, Seoul	International Symposium on Germplasm of Ornamentals will be a great opportunity not only to bring researchers, academics and industry professionals together to share knowledge and contribute to basic and...
269	International Conference on Heavy Metals in the Environment (ICHMET)20th edition	https://10times.com/ichmet-seoul	Sun, 25 Oct 2020	Thu, 29 Oct 2020	Conference	['Industrial Engineering', 'Science & Research']	 Korea University, Seoul	International Conference on Heavy Metals in the Environment is the oldest and one of the largest conferences on heavy metals which provides an integrated perspective on research, technology and management...
270	Korea Electronics Show (KES)	https://10times.com/korea-electronics-show	Tue, 27 Oct 2020	Fri, 30 Oct 2020	Tradeshow	['Electric & Electronics', 'IT & Technology']	 COEX Convention Center, Seoul	International Electronics Show of Korea
271	TOOL TECH	https://10times.com/tool-tech	Wed, 28 Oct 2020	Sat, 31 Oct 2020	Tradeshow	['Tools & Equipments', 'Industrial Engineering']	 Kintex, Goyang-si  14.5 Miles from Seoul	Seoul International Tool Exhibition
272	Asian Congress of Pediatric Infectious Diseases (ACPID)	https://10times.com/acpid-seoul	Wed, 28 Oct 2020	Sat, 31 Oct 2020	Conference	['Medical & Pharma']	 The Shilla Seoul, Seoul	Asian Congress of Pediatric Infectious Diseases is one of the most prominent events in pediatric infectious diseases in Asia. The scientific program this year will take in the most critical issues in pediatric...
273	CHORUS Seoul	https://10times.com/choruscardiology	Fri, 30 Oct 2020	Sat, 31 Oct 2020	Conference	['Medical & Pharma']	 Chung-Ang University Seoul Campus, Jikhalsi  4.3 Miles from Seoul	CHORUS Seoul will  gather cardiologists and cardiac surgeons, reflecting the very needed collaboration between each member of the Heart Team and it will provide the attendees with the chance to be part...
274	Seoul Atresia Microtia Conference	https://10times.com/seoul-atresia-microtia-conference-seoul	Sat, 31 Oct 2020	Sun, 01 Nov 2020	Conference	['Medical & Pharma']	 Seoul	Seoul Atresia Microtia Conference's goal is that everyone who has the opportunity to attend a conference can walk away feeling well-informed and confident in a plan moving forward.  The benefits of the...
275	Council on International Educational Exchange Annual Conference (CIEE Annual Conference)	https://10times.com/ciee-annual-conference-seoul	Wed, 04 Nov 2020	Thu, 05 Nov 2020	Conference	['Education & Training']	 Seoul	Council on International Educational Exchange Annual Conference will discuss approaches for reframing global education and developing scholarship structures designed to make study abroad a reality for...
276	Seoul Int'l Cafe Show	https://10times.com/cafe-show	Wed, 04 Nov 2020	Sat, 07 Nov 2020	Tradeshow	['Food & Beverages']	 COEX Convention Center, Seoul	International Coffee Industry Exhibition
277	IABSE Conference	https://10times.com/iabse-conference-seoul	Mon, 09 Nov 2020	Tue, 10 Nov 2020	Conference	['Building & Construction', 'Industrial Engineering']	 Seoul National University, Seoul	IABSE Conference, the theme is Risk Intelligence of Infrastructures. The goal of this conference is to attract world-class practitioners and academics for meaningful discussions on recent and future developments...
278	JEC Korea	https://10times.com/jec-asia-q	Wed, 11 Nov 2020	Fri, 13 Nov 2020	Tradeshow	['Electric & Electronics', 'Industrial Engineering']	 COEX Mall, Seoul	The Leading Composites event in Asia Pacific
279	eMove360 Asia Conference	https://10times.com/emove	Wed, 11 Nov 2020	Fri, 13 Nov 2020	Conference	['Electric & Electronics', 'IT & Technology']	 COEX Mall, Seoul	eMove360 Asia Conference is the worldâs largest trade fair for Mobility 4.0 â electric, connected, autonomous. It presents the full range of future-oriented and sustainable mobility solutions,...
280	Poc	https://10times.com/poc-seoul	Thu, 12 Nov 2020	Fri, 13 Nov 2020	Conference	['Security & Defense', 'IT & Technology']	 The K Hotel Seoul, Seoul	Poc is an international security & hacking conference in Korea. POC doesn't pursue money. POC concentrates on technical and creative discussion and shows real hacking and security. POC wears both black...
281	Seoul International Stationery & Office Fair (SISOFAIR)	https://10times.com/siso-fair	Fri, 13 Nov 2020	Sun, 15 Nov 2020	Tradeshow	['Industrial Engineering']	 COEX Convention Center, Seoul	The SISOFAIR is become a big gateway, to be discovered various categories which are not only stationery, office supplies but also gifts, promotions, characters, bags, toys, household, and variety products....
282	Korea Automotive Industry Exhibition (KOAA SHOW)	https://10times.com/koaa-show	Wed, 18 Nov 2020	Fri, 20 Nov 2020	Tradeshow	['Auto & Automotive', 'Adhesives & Sealants']	 ConvensiA Convention Center, Incheon  22 Miles from Seoul	The Automobiles, Spare Parts and Accessories Industry Trade Fair
283	Differentiated Instruction and Assessment (South Korea)20201123rd edition	https://10times.com/differentiated-instruction-and-assessment-seoul	Mon, 23 Nov 2020	Tue, 24 Nov 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
284	Emergent Curriculum in Children's Learning Environment (South Korea)20201125th edition	https://10times.com/emergent-curriculum-seoul	Wed, 25 Nov 2020	Thu, 26 Nov 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
285	Coex Food Week	https://10times.com/food-week	Wed, 25 Nov 2020	Sat, 28 Nov 2020	Tradeshow	['Food & Beverages']	 COEX Convention Center, Seoul	Korea's Core Exhibition in the Food Industry
286	Guiding Children's Behaviour Positively and Effectively (South Korea)20201127th edition	https://10times.com/children-s-behaviour-seoul	Fri, 27 Nov 2020	Sat, 28 Nov 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
287	World Food Expo Korea (WFE)	https://10times.com/wfe-goyang	Fri, 27 Nov 2020	Sun, 29 Nov 2020	Tradeshow	['Food & Beverages']	 Kintex, Goyang-si  14.5 Miles from Seoul	World Food Expo Korea will focus on F&B and machine related to the food industry, has been definitely become a leading event in Korea. It is an excellent platform in Korea. Whether you are looking to penetrate...
288	Soft Wave	https://10times.com/k-softwave	Wed, 02 Dec 2020	Fri, 04 Dec 2020	Tradeshow	['IT & Technology']	 COEX Convention Center, Seoul	Soft Wave, as the global market and industrial environment change rapidly, expectations for the fourth industrial revolution are growing. In recent years, with the rapid development of big data, artificial...
289	ST Alphe Korea	https://10times.com/st-alphe-seoul	Sun, 06 Dec 2020	Tue, 08 Dec 2020	Conference	['Education & Training']	 Grand Hyatt Seoul, Seoul	The ST Alphe Korea will provide a platform to all attendees to meet face-to-face with quality agents mainly from Korea, save time and money by having all your meetings under one roof, take advantage of...
290	Supporting Early Literacy Development in Children (South Korea)20201207th edition	https://10times.com/supporting-early-literacy-development-in-childr	Mon, 07 Dec 2020	Tue, 08 Dec 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
291	Scaffolding Learning through Material Play (South Korea)20201209th edition	https://10times.com/material-play-seoul	Wed, 09 Dec 2020	Thu, 10 Dec 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
292	ICA Congress	https://10times.com/ica-congress-seoul	Fri, 11 Dec 2020	Fri, 11 Dec 2020	Conference	['Business Services']	 COEX Mall, Seoul	ICA Congress works with global and regional governments and organizations to create the legislative environments that allow cooperatives to form and grow. It advocates the interests and success of cooperatives,...
293	Reggio Inspired Pedagogy (South Korea)20201214th edition	https://10times.com/reggio-inspired-pedagogy-seoul	Mon, 14 Dec 2020	Wed, 16 Dec 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
294	Making Learning Visible (South Korea) (MLV)20201217th edition	https://10times.com/making-learning-visible-seoul	Thu, 17 Dec 2020	Fri, 18 Dec 2020	Conference	['Education & Training']	 Seoul	Professional Development for Teachers
295	Home Table Deco Fair Seoul	https://10times.com/table-deco-fair	Thu, 17 Dec 2020	Sun, 20 Dec 2020	Tradeshow	['Household Consumables', 'Home & Office']	 COEX Convention Center, Seoul	Trendy home styling ideas for your dream home
